step,simulation_step,timestamp,controller,price_per_kwh,pv_kw,soc,tes_set,q_tes_net_kw_th_pred,q_chiller_kw_th_pred,solver_status,solver_time_s,fallback,fallback_reason,tes_set_written
0,0,2024-01-01 00:00:00,no_mpc,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
1,1,2024-01-01 00:15:00,no_mpc,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
2,2,2024-01-01 00:30:00,no_mpc,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
3,3,2024-01-01 00:45:00,no_mpc,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
4,4,2024-01-01 01:00:00,no_mpc,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
5,5,2024-01-01 01:15:00,no_mpc,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
6,6,2024-01-01 01:30:00,no_mpc,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
7,7,2024-01-01 01:45:00,no_mpc,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
8,8,2024-01-01 02:00:00,no_mpc,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
9,9,2024-01-01 02:15:00,no_mpc,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
10,10,2024-01-01 02:30:00,no_mpc,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
11,11,2024-01-01 02:45:00,no_mpc,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
12,12,2024-01-01 03:00:00,no_mpc,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
13,13,2024-01-01 03:15:00,no_mpc,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
14,14,2024-01-01 03:30:00,no_mpc,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
15,15,2024-01-01 03:45:00,no_mpc,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
16,16,2024-01-01 04:00:00,no_mpc,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
17,17,2024-01-01 04:15:00,no_mpc,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
18,18,2024-01-01 04:30:00,no_mpc,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
19,19,2024-01-01 04:45:00,no_mpc,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
20,20,2024-01-01 05:00:00,no_mpc,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
21,21,2024-01-01 05:15:00,no_mpc,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
22,22,2024-01-01 05:30:00,no_mpc,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
23,23,2024-01-01 05:45:00,no_mpc,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
24,24,2024-01-01 06:00:00,no_mpc,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
25,25,2024-01-01 06:15:00,no_mpc,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
26,26,2024-01-01 06:30:00,no_mpc,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
27,27,2024-01-01 06:45:00,no_mpc,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
28,28,2024-01-01 07:00:00,no_mpc,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
29,29,2024-01-01 07:15:00,no_mpc,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
30,30,2024-01-01 07:30:00,no_mpc,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
31,31,2024-01-01 07:45:00,no_mpc,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
32,32,2024-01-01 08:00:00,no_mpc,0.158,1774.8,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
33,33,2024-01-01 08:15:00,no_mpc,0.158,1774.8,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
34,34,2024-01-01 08:30:00,no_mpc,0.158,1774.8,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
35,35,2024-01-01 08:45:00,no_mpc,0.158,1774.8,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
36,36,2024-01-01 09:00:00,no_mpc,0.158,2979.3,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
37,37,2024-01-01 09:15:00,no_mpc,0.158,2979.3,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
38,38,2024-01-01 09:30:00,no_mpc,0.158,2979.3,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
39,39,2024-01-01 09:45:00,no_mpc,0.158,2979.3,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
40,40,2024-01-01 10:00:00,no_mpc,0.158,3490.32,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
41,41,2024-01-01 10:15:00,no_mpc,0.158,3490.32,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
42,42,2024-01-01 10:30:00,no_mpc,0.158,3490.32,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
43,43,2024-01-01 10:45:00,no_mpc,0.158,3490.32,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
44,44,2024-01-01 11:00:00,no_mpc,0.083,3949.68,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
45,45,2024-01-01 11:15:00,no_mpc,0.083,3949.68,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
46,46,2024-01-01 11:30:00,no_mpc,0.083,3949.68,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
47,47,2024-01-01 11:45:00,no_mpc,0.083,3949.68,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
48,48,2024-01-01 12:00:00,no_mpc,0.029,3905.04,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
49,49,2024-01-01 12:15:00,no_mpc,0.029,3905.04,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
50,50,2024-01-01 12:30:00,no_mpc,0.029,3905.04,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
51,51,2024-01-01 12:45:00,no_mpc,0.029,3905.04,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
52,52,2024-01-01 13:00:00,no_mpc,0.083,3020.82,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
53,53,2024-01-01 13:15:00,no_mpc,0.083,3020.82,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
54,54,2024-01-01 13:30:00,no_mpc,0.083,3020.82,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
55,55,2024-01-01 13:45:00,no_mpc,0.083,3020.82,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
56,56,2024-01-01 14:00:00,no_mpc,0.083,1033.56,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
57,57,2024-01-01 14:15:00,no_mpc,0.083,1033.56,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
58,58,2024-01-01 14:30:00,no_mpc,0.083,1033.56,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
59,59,2024-01-01 14:45:00,no_mpc,0.083,1033.56,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
60,60,2024-01-01 15:00:00,no_mpc,0.083,323.88,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
61,61,2024-01-01 15:15:00,no_mpc,0.083,323.88,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
62,62,2024-01-01 15:30:00,no_mpc,0.083,323.88,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
63,63,2024-01-01 15:45:00,no_mpc,0.083,323.88,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
64,64,2024-01-01 16:00:00,no_mpc,0.083,108.84,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
65,65,2024-01-01 16:15:00,no_mpc,0.083,108.84,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
66,66,2024-01-01 16:30:00,no_mpc,0.083,108.84,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
67,67,2024-01-01 16:45:00,no_mpc,0.083,108.84,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
68,68,2024-01-01 17:00:00,no_mpc,0.158,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
69,69,2024-01-01 17:15:00,no_mpc,0.158,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
70,70,2024-01-01 17:30:00,no_mpc,0.158,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
71,71,2024-01-01 17:45:00,no_mpc,0.158,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
72,72,2024-01-01 18:00:00,no_mpc,0.158,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
73,73,2024-01-01 18:15:00,no_mpc,0.158,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
74,74,2024-01-01 18:30:00,no_mpc,0.158,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
75,75,2024-01-01 18:45:00,no_mpc,0.158,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
76,76,2024-01-01 19:00:00,no_mpc,0.19,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
77,77,2024-01-01 19:15:00,no_mpc,0.19,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
78,78,2024-01-01 19:30:00,no_mpc,0.19,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
79,79,2024-01-01 19:45:00,no_mpc,0.19,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
80,80,2024-01-01 20:00:00,no_mpc,0.19,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
81,81,2024-01-01 20:15:00,no_mpc,0.19,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
82,82,2024-01-01 20:30:00,no_mpc,0.19,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
83,83,2024-01-01 20:45:00,no_mpc,0.19,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
84,84,2024-01-01 21:00:00,no_mpc,0.158,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
85,85,2024-01-01 21:15:00,no_mpc,0.158,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
86,86,2024-01-01 21:30:00,no_mpc,0.158,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
87,87,2024-01-01 21:45:00,no_mpc,0.158,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
88,88,2024-01-01 22:00:00,no_mpc,0.083,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
89,89,2024-01-01 22:15:00,no_mpc,0.083,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
90,90,2024-01-01 22:30:00,no_mpc,0.083,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
91,91,2024-01-01 22:45:00,no_mpc,0.083,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
92,92,2024-01-01 23:00:00,no_mpc,0.083,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
93,93,2024-01-01 23:15:00,no_mpc,0.083,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
94,94,2024-01-01 23:30:00,no_mpc,0.083,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
95,95,2024-01-01 23:45:00,no_mpc,0.083,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
